"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","deposit"
34,"blue-collar",1,"professional.course",1,1,1,"telephone","jun","fri","10sec",23,999,0,"nonexistent",1.4,94.465,-41.8,"4.967%",5228.1,"no"
52,"admin.",1,"unknown",1,1,1,"cellular","aug","tue","228sec",5,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"no"
40,"blue-collar",3,"basic.9y",1,1,1,"cellular","apr","wed","274sec",1,999,1,"failure",-1.8,93.075,-47.1,"1.498%",5099.1,"no"
49,"blue-collar",2,"basic.4y",1,2,1,"telephone","aug","thu","158sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.964%",5228.1,"no"
44,"technician",1,"professional.course",1,2,2,"telephone","jul","mon","90sec",11,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
51,"management",2,"high.school",0,1,1,"cellular","nov","wed","178sec",3,999,0,"nonexistent",-0.1,93.2,-42,"4.12%",5195.8,"no"
47,"unknown",2,"unknown",1,1,2,"cellular","aug","wed","111sec",5,999,0,"nonexistent",1.4,93.444,-36.1,"4.964%",5228.1,"no"
29,"blue-collar",3,"professional.course",1,2,1,"telephone","may","mon","57sec",7,999,0,"nonexistent",1.1,93.994,-36.4,"4.858%",5191,"no"
38,"blue-collar",2,"basic.9y",1,2,1,"telephone","may","wed","160sec",3,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
31,"self-employed",2,"university.degree",1,2,1,"cellular","nov","wed","118sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.12%",5195.8,"no"
49,"services",2,"high.school",1,2,1,"telephone","jun","fri","25sec",3,999,0,"nonexistent",1.4,94.465,-41.8,"4.959%",5228.1,"no"
50,"blue-collar",2,"basic.4y",1,2,2,"telephone","nov","tue","234sec",3,999,0,"nonexistent",-0.1,93.2,-42,"4.153%",5195.8,"no"
52,"admin.",2,"high.school",1,1,1,"telephone","jul","tue","790sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
41,"blue-collar",2,"basic.9y",1,1,1,"telephone","may","mon","198sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.858%",5191,"no"
28,"admin.",3,"high.school",1,1,1,"cellular","jul","wed","107sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.963%",5228.1,"no"
36,"admin.",2,"university.degree",1,2,1,"cellular","may","fri","70sec",1,999,0,"nonexistent",-1.8,92.893,-46.2,"1.313%",5099.1,"no"
50,"blue-collar",2,"basic.4y",0,2,1,"telephone","may","mon","152sec", ,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
51,"housemaid",2,"basic.4y",1,2,2,"cellular","jul","thu","97sec",1,999,1,"failure",-2.9,92.469,-33.6,"1.072%",5076.2,"no"
52,"technician",2,"professional.course",1,2,2,"cellular","aug","wed","203sec",3,999,0,"nonexistent",1.4,93.444,-36.1,"4.965%",5228.1,"no"
41,"services",2,"basic.9y",1,1,1,"telephone","may","tue","335sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.856%",5191,"no"
41,"self-employed",2,"unknown",0,1,1,"cellular","may","wed","100sec",2,999,1,"failure",-1.8,92.893,-46.2,"1.334%",5099.1,"no"
49,"unemployed",2,"high.school",1,2,1,"cellular","aug","mon","119sec",4,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"no"
25,"services",3,"professional.course",1,2,1,"telephone","jun","thu","18sec",3,999,0,"nonexistent",1.4,94.465,-41.8,"4.866%",5228.1,"no"
31,"services",2,"high.school",0,2,1,"cellular","jul","tue","178sec",3,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
40,"blue-collar",2,"basic.9y",1,1,1,"cellular","nov","mon","215sec",1,999,1,"failure",-0.1,93.2,-42, ,5195.8,"no"
58,"admin.",2,"university.degree",1,1,1,"cellular","aug","tue","373sec",4,999,0,"nonexistent",-2.9,92.201,-31.4,"0.883%",5076.2,"no"
31,"admin.",1,"high.school",1,1,1,"cellular","may","mon","479sec",1,999,0,"nonexistent",-1.8,92.893,-46.2,"1.299%",5099.1,"no"
48,"management",2,"university.degree",1,2,1,"telephone","may","wed","353sec",3,999,0,"nonexistent",1.1,93.994,-36.4,"4.856%",5191,"no"
48,"technician",2,"professional.course",1,1,1,"telephone","jul","tue","316sec",3,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
35,"blue-collar",2,"basic.6y",0,1,1,"telephone","jun","thu","144sec",7,999,0,"nonexistent",1.4,94.465,-41.8,"4.866%",5228.1,"no"
53,"technician",2,"university.degree",1,0,0,"cellular","apr","thu","758sec",2,999,2,"failure",-1.8,93.749,-34.6,"0.64%",5008.7,"yes"
46,"blue-collar",2,"basic.4y",0,1,1,"cellular","jul","fri","111sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.957%",5228.1,"no"
33,"management",2,"university.degree",1,1,1,"cellular","nov","thu","133sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.076%",5195.8,"no"
38,"admin.",3,"high.school",1,2,1,"cellular","apr","fri","141sec",1,999,2,"failure",-1.8,93.075,-47.1, ,5099.1,"no"
28,"blue-collar",2,"basic.9y",1,1,1,"telephone","may","thu","523sec",5,999,0,"nonexistent",1.1,93.994,-36.4, ,5191,"no"
35,"services",3,"high.school",1,2,2,"telephone","may","thu","151sec",7,999,0,"nonexistent",1.1,93.994,-36.4,"4.86%",5191,"no"
26,"blue-collar",2,"basic.9y",1,1,1,"telephone","may","tue","295sec",1,999,0,"nonexistent",1.1,93.994,-36.4, ,5191,"no"
41,"management",2,"university.degree",1,2,1,"cellular","nov","mon","49sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.191%",5195.8,"no"
26,"admin.",3,"high.school",1,1,1,"cellular","aug","wed","431sec",4,999,0,"nonexistent",-2.9,92.201,-31.4,"0.854%",5076.2,"no"
58,"unemployed",2,"basic.4y",0,2,1,"cellular","mar","thu","439sec", ,999,0,"nonexistent",-1.8,92.843,-50,"1.538%",5099.1,"no"
40,"blue-collar",2,"basic.6y",0,2,1,"cellular","jul","mon","127sec",3,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
50,"housemaid",2,"basic.6y",1,1,1,"cellular","jul","thu","349sec",3,6,2,"success",-1.7,94.215,-40.3,"0.899%",4991.6,"yes"
29,"blue-collar",3,"basic.9y",1,1,1,"cellular","may","wed","364sec",2,999,1,"failure",-1.8,92.893,-46.2,"1.281%",5099.1,"no"
48,"housemaid",2,"basic.4y",0,2,1,"cellular","aug","mon","441sec",2,999,0,"nonexistent",1.4,93.444,-36.1,"4.97%",5228.1,"no"
30,"management",2,"university.degree",1,1,1,"cellular","may","thu","162sec",7,999,0,"nonexistent",-1.8,92.893,-46.2,"1.27%",5099.1,"no"
46,"unemployed",3,"university.degree",1,1,1,"cellular","mar","tue","263sec",1,10,2,"success",-1.8,93.369,-34.8,"0.646%",5008.7,"yes"
25,"self-employed",2,"university.degree",1,2,1,"cellular","jun","fri","57sec", ,999,1,"failure",-2.9,92.963,-40.8,"1.268%",5076.2,"no"
27,"admin.",3,"university.degree",1,2,1,"cellular","apr","mon","148sec",1,999,0,"nonexistent",-1.8,93.075,-47.1,"1.392%",5099.1,"yes"
32,"technician",2,"professional.course",1,2,2,"cellular","may","fri","10sec",7,999,0,"nonexistent",-1.8,92.893,-46.2,"1.25%",5099.1,"no"
36,"management",2,"basic.9y",1,2,1,"cellular","may","wed","503sec", ,999,1,"failure",-1.8,92.893,-46.2,"1.334%",5099.1,"no"
31,"technician",3,"professional.course",1,1,1,"telephone","jul","tue","174sec",3,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
24,"admin.",3,"professional.course",1,2,2,"telephone","jun","mon","233sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.961%",5228.1,"no"
35,"admin.",2,"high.school",1,2,1,"cellular","may","tue","159sec",3,999,0,"nonexistent",-1.8,92.893,-46.2,"1.266%",5099.1,"no"
27,"management",2,"basic.9y",1,1,2,"cellular","jul","mon","174sec",3,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
50,"technician",2,"university.degree",1,2,1,"cellular","jul","fri","367sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
34,"admin.",2,"university.degree",1,1,2,"cellular","dec","tue","196sec",2,6,2,"success",-3,92.713,-33,"0.707%",5023.5,"yes"
42,"admin.",1,"high.school",1,1,1,"cellular","apr","mon","220sec",1,999,0,"nonexistent",-1.8,93.075,-47.1,"1.405%",5099.1,"no"
39,"admin.",1,"university.degree",1,2,1,"cellular","aug","wed","130sec",3,999,0,"nonexistent",1.4,93.444,-36.1,"4.965%",5228.1,"no"
37,"blue-collar",2,"unknown",0,1,1,"cellular","may","tue","409sec",1,999,0,"nonexistent",-1.8,92.893,-46.2,"1.344%",5099.1,"no"
34,"blue-collar",3,"high.school",1,1,1,"cellular","apr","tue","259sec",2,999,2,"failure",-1.8,93.075,-47.1, ,5099.1,"no"
41,"admin.",3,"high.school",1,1,1,"cellular","jul","mon","459sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.96%",5228.1,"no"
34,"admin.",3,"university.degree",1,2,1,"cellular","aug","mon","382sec",3,999,0,"nonexistent",1.4,93.444,-36.1,"4.965%",5228.1,"no"
44,"admin.",3,"professional.course",0,2,1,"cellular","may","tue","54sec",4,999,0,"nonexistent",-1.8,92.893,-46.2,"1.344%",5099.1,"no"
34,"admin.",2,"university.degree",1,1,1,"cellular","jul","wed","198sec",2,999,0,"nonexistent",1.4,93.918,-42.7,"4.957%",5228.1,"no"
33,"services",2,"high.school",1,1,1,"cellular","jul","tue","280sec",5,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
31,"blue-collar",2,"basic.9y",1,1,1,"telephone","jun","wed","204sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.864%",5228.1,"no"
36,"management",2,"university.degree",1,2,1,"cellular","aug","fri","100sec",1,999,0,"nonexistent",-2.9,92.201,-31.4,"0.881%",5076.2,"no"
92,"retired",1,"unknown",0,1,1,"cellular","may","wed","405sec",3,999,1,"failure",-1.8,93.876,-40,"0.697%",5008.7,"yes"
50,"unknown",2,"unknown",0,2,1,"telephone","may","tue","185sec",3,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
53,"admin.",2,"university.degree",0,2,1,"cellular","may","wed","59sec",1,999,1,"failure",-1.8,92.893,-46.2,"1.334%",5099.1,"no"
50,"blue-collar",2,"basic.6y",0,1,2,"cellular","nov","mon","120sec",1,999,1,"failure",-0.1,93.2,-42,"4.191%",5195.8,"no"
34,"unemployed",3,"professional.course",1,1,1,"cellular","aug","fri","531sec",2,2,1,"success",-2.9,92.201,-31.4,"0.849%",5076.2,"yes"
30,"admin.",3,"high.school",1,2,2,"telephone","may","tue","101sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.856%",5191,"no"
57,"technician",2,"professional.course",0,1,2,"cellular","jul","thu","92sec",2,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
57,"technician",2,"university.degree",0,2,1,"cellular","nov","fri","39sec",10,999,0,"nonexistent",-0.1,93.2,-42,"4.021%",5195.8,"no"
50,"blue-collar",2,"basic.9y",0,1,1,"telephone","may","mon","463sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
54,"blue-collar",2,"basic.4y",1,2,2,"cellular","may","fri","192sec",1,999,1,"failure",-1.8,92.893,-46.2,"1.25%",5099.1,"no"
30,"technician",3,"professional.course",1,2,1,"telephone","may","thu","245sec",4,999,0,"nonexistent",1.1,93.994,-36.4,"4.86%",5191,"no"
36,"admin.",3,"basic.9y",1,2,1,"cellular","jul","tue","274sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
55,"management",2,"university.degree",1,2,1,"cellular","may","mon","126sec",2,999,0,"nonexistent",-1.8,92.893,-46.2,"1.299%",5099.1,"no"
39,"housemaid",2,"basic.4y",1,1,1,"cellular","jul","wed","94sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
38,"entrepreneur",2,"basic.9y",1,1,1,"telephone","may","tue","120sec",1,999,0,"nonexistent",1.1,93.994,-36.4, ,5191,"no"
36,"blue-collar",2,"professional.course",0,2,2,"telephone","jun","tue","102sec",3,999,0,"nonexistent",1.4,94.465,-41.8,"4.961%",5228.1,"no"
51,"technician",2,"professional.course",1,2,1,"cellular","jul","tue","248sec",2,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
24,"services",3,"high.school",1,1,2,"telephone","may","fri","134sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.855%",5191,"no"
32,"blue-collar",2,"professional.course",1,2,1,"telephone","jun","wed","67sec",2,999,0,"nonexistent",1.4,94.465,-41.8,"4.864%",5228.1,"no"
45,"admin.",1,"university.degree",1,1,1,"cellular","jul","fri","508sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.957%",5228.1,"no"
46,"blue-collar",2,"basic.9y",1,2,1,"cellular","nov","mon","130sec",2,999,1,"failure",-0.1,93.2,-42,"4.191%",5195.8,"no"
45,"blue-collar",1,"basic.4y",1,2,1,"cellular","jul","wed","112sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
56,"blue-collar",2,"basic.9y",0,1,1,"cellular","jul","fri","236sec",8,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
45,"blue-collar",2,"basic.4y",0,2,1,"telephone","may","tue","243sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
47,"technician",1,"high.school",1,2,1,"cellular","jul","thu","100sec",2,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
41,"technician",3,"professional.course",1,2,1,"cellular","aug","tue","54sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.968%",5228.1,"no"
45,"services",2,"high.school",1,2,1,"cellular","apr","tue","1063sec",1,999,0,"nonexistent",-1.8,93.075,-47.1,"1.453%",5099.1,"no"
59,"housemaid",2,"unknown",0,2,1,"cellular","aug","tue","72sec",2,999,0,"nonexistent",1.4,93.444,-36.1,"4.965%",5228.1,"no"
39,"blue-collar",2,"basic.9y",1,1,1,"telephone","may","mon","249sec",4,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
28,"admin.",2,"high.school",1,2,1,"cellular","nov","tue","254sec",5,999,0,"nonexistent",-3.4,92.649,-30.1,"0.715%",5017.5,"yes"
37,"blue-collar",2,"basic.9y",1,2,1,"cellular","may","wed","204sec",2,999,0,"nonexistent",-1.8,92.893,-46.2, ,5099.1,"no"
32,"admin.",3,"university.degree",1,2,2,"telephone","may","tue","65sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
37,"technician",3,"university.degree",1,2,1,"cellular","aug","tue","481sec",2,999,4,"failure",-1.7,94.027,-38.3,"0.899%",4991.6,"yes"
48,"admin.",2,"high.school",1,1,1,"cellular","nov","wed","1061sec",4,999,0,"nonexistent",-0.1,93.2,-42,"4.12%",5195.8,"yes"
37,"technician",1,"professional.course",1,1,1,"cellular","aug","fri","780sec",2,999,0,"nonexistent",1.4,93.444,-36.1,"4.966%",5228.1,"yes"
48,"admin.",1,"high.school",1,1,1,"telephone","jul","mon","352sec",2,999,0,"nonexistent",1.4,93.918,-42.7,"4.96%",5228.1,"no"
37,"self-employed",2,"basic.9y",1,2,2,"cellular","jul","thu","171sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.963%",5228.1,"no"
32,"admin.",2,"professional.course",0,2,1,"cellular","jul","tue","97sec",7,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
40,"technician",2,"professional.course",1,2,1,"cellular","nov","thu","180sec",1,999,1,"failure",-0.1,93.2,-42,"4.076%",5195.8,"no"
39,"self-employed",2,"university.degree",1,1,1,"cellular","jul","mon","175sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.96%",5228.1,"no"
31,"services",3,"high.school",1,2,1,"telephone","jul","thu","42sec",5,999,0,"nonexistent",1.4,93.918,-42.7,"4.968%",5228.1,"no"
48,"services",2,"high.school",1,1,1,"cellular","aug","mon","115sec",5,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"no"
40,"self-employed",3,"university.degree",0,2,1,"cellular","apr","thu","384sec",1,999,0,"nonexistent",-1.8,93.075,-47.1,"1.365%",5099.1,"yes"
53,"services",2,"high.school",1,1,1,"telephone","jul","mon","336sec",3,999,0,"nonexistent",1.4,93.918,-42.7,"4.96%",5228.1,"no"
29,"services",2,"high.school",1,2,1,"cellular","nov","thu","114sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.076%",5195.8,"no"
31,"admin.",2,"university.degree",1,2,1,"cellular","may","thu","400sec",1,3,1,"success",-1.8,93.876,-40,"0.683%",5008.7,"yes"
32,"management",3,"basic.4y",1,1,1,"telephone","may","mon","73sec",7,999,0,"nonexistent",1.1,93.994,-36.4,"4.858%",5191,"no"
43,"services",2,"professional.course",1,2,1,"cellular","jul","mon","451sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.96%",5228.1,"no"
43,"unknown",2,"high.school",0,2,2,"telephone","may","mon","329sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
58,"blue-collar",3,"basic.9y",1,2,1,"cellular","may","wed","127sec",2,999,0,"nonexistent",-1.8,92.893,-46.2,"1.334%",5099.1,"no"
27,"technician",2,"professional.course",1,2,2,"cellular","apr","wed","163sec",3,999,0,"nonexistent",-1.8,93.075,-47.1,"1.445%",5099.1,"no"
25,"blue-collar",3,"basic.9y",1,2,2,"cellular","may","fri","238sec",6,999,0,"nonexistent",-1.8,92.893,-46.2,"1.313%",5099.1,"no"
42,"technician",2,"high.school",1,1,2,"telephone","nov","thu","66sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.076%",5195.8,"no"
44,"blue-collar",2,"basic.4y",1,2,1,"telephone","may","wed","234sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.859%",5191,"no"
42,"technician",2,"professional.course",0,1,1,"cellular","nov","mon","212sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.191%",5195.8,"no"
31,"admin.",3,"university.degree",1,1,1,"cellular","sep","fri","123sec",3,999,0,"nonexistent",-3.4,92.379,-29.8,"0.803%",5017.5,"no"
40,"technician",2,"professional.course",1,1,1,"cellular","jul","fri","234sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
60,"retired",2,"basic.4y",0,2,1,"cellular","oct","fri","59sec",1,999,0,"nonexistent",-3.4,92.431,-26.9, ,5017.5,"no"
32,"technician",3,"professional.course",1,1,1,"cellular","jul","tue","52sec",5,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
37,"admin.",3,"university.degree",1,1,1,"cellular","aug","thu","72sec",2,999,0,"nonexistent",1.4,93.444,-36.1,"4.962%",5228.1,"no"
30,"technician",2,"professional.course",1,1,1,"telephone","jun","fri","269sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.959%",5228.1,"no"
27,"services",3,"high.school",0,2,2,"telephone","jun","fri","25sec",26,999,0,"nonexistent",1.4,94.465,-41.8,"4.959%",5228.1,"no"
35,"technician",2,"professional.course",1,1,1,"telephone","mar","thu","282sec",2,6,1,"success",-1.8,93.369,-34.8,"0.65%",5008.7,"no"
48,"admin.",3,"high.school",1,2,2,"telephone","jul","fri","214sec",2,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
23,"admin.",3,"high.school",1,1,1,"cellular","jun","mon","92sec",1,999,1,"failure",-2.9,92.963,-40.8,"1.26%",5076.2,"no"
42,"technician",3,"high.school",1,1,1,"cellular","jul","wed","58sec",2,999,0,"nonexistent",1.4,93.918,-42.7,"4.963%",5228.1,"no"
71,"retired",2,"high.school",1,2,1,"cellular","apr","wed","162sec",2,999,0,"nonexistent",-1.8,93.075,-47.1,"1.415%",5099.1,"no"
51,"admin.",2,"basic.6y",1,1,2,"cellular","may","mon","228sec",2,999,1,"failure",-1.8,92.893,-46.2, ,5099.1,"no"
46,"admin.",1,"high.school",1,1,2,"cellular","jul","wed","400sec",2,999,0,"nonexistent",1.4,93.918,-42.7, ,5228.1,"no"
52,"housemaid",2,"high.school",0,2,1,"cellular","jul","wed","41sec",2,999,0,"nonexistent",1.4,93.918,-42.7,"4.963%",5228.1,"no"
42,"admin.",2,"university.degree",1,1,1,"cellular","jul","mon","24sec",12,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
43,"blue-collar",2,"basic.9y",0,2,2,"cellular","apr","tue","1096sec",1,999,0,"nonexistent",-1.8,93.075,-47.1,"1.453%",5099.1,"no"
27,"blue-collar",3,"high.school",1,2,1,"cellular","jul","wed","164sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.963%",5228.1,"no"
32,"technician",2,"high.school",1,2,1,"cellular","aug","tue","109sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.966%",5228.1,"no"
32,"services",3,"basic.9y",1,1,1,"cellular","jul","wed","711sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.963%",5228.1,"no"
46,"services",2,"unknown",1,1,1,"cellular","aug","fri","739sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.964%",5228.1,"yes"
30,"management",3,"university.degree",1,2,1,"cellular","apr","wed","692sec",1,999,0,"nonexistent",-1.8,93.075,-47.1,"1.415%",5099.1,"no"
44,"self-employed",1,"professional.course",1,1,1,"cellular","nov","fri","37sec",2,999,0,"nonexistent",-0.1,93.2,-42,"4.021%",5195.8,"no"
32,"technician",2,"university.degree",1,2,1,"cellular","aug","mon","130sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.97%",5228.1,"no"
41,"self-employed",2,"university.degree",1,1,1,"telephone","may","tue","402sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
33,"admin.",3,"high.school",0,1,2,"telephone","jun","tue","162sec",7,999,0,"nonexistent",1.4,94.465,-41.8,"4.961%",5228.1,"no"
43,"blue-collar",2,"basic.9y",1,2,1,"cellular","may","wed","324sec",3,999,0,"nonexistent",-1.8,92.893,-46.2,"1.281%",5099.1,"no"
34,"technician",2,"professional.course",1,1,1,"cellular","may","fri","83sec",2,999,1,"failure",-1.8,92.893,-46.2,"1.313%",5099.1,"no"
27,"blue-collar",3,"basic.4y",1,2,1,"cellular","apr","thu","156sec",1,999,0,"nonexistent",-1.8,93.075,-47.1,"1.41%",5099.1,"no"
55,"admin.",2,"university.degree",1,2,2,"cellular","nov","wed","63sec",1,999,0,"nonexistent",-0.1,93.2,-42, ,5195.8,"no"
31,"student",3,"unknown",1,2,1,"telephone","sep","mon","69sec",1,999,0,"nonexistent",-1.1,94.199,-37.5,"0.879%",4963.6,"no"
25,"blue-collar",3,"basic.9y",1,2,1,"cellular","may","fri","73sec",2,999,0,"nonexistent",-1.8,92.893,-46.2,"1.25%",5099.1,"no"
42,"admin.",1,"university.degree",1,2,1,"cellular","nov","fri","10sec",3,999,0,"nonexistent",-0.1,93.2,-42,"4.021%",5195.8,"no"
55,"retired",2,"basic.4y",1,2,1,"cellular","oct","thu","139sec",1,999,0,"nonexistent",-3.4,92.431,-26.9,"0.722%",5017.5,"yes"
56,"retired",1,"basic.4y",1,2,2,"telephone","may","fri","188sec",6,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
29,"admin.",3,"university.degree",1,1,1,"telephone","jun","mon","109sec",2,999,0,"nonexistent",1.4,94.465,-41.8,"4.96%",5228.1,"no"
33,"admin.",3,"university.degree",1,2,2,"cellular","nov","thu","90sec",4,999,1,"failure",-0.1,93.2,-42, ,5195.8,"no"
59,"retired",2,"basic.4y",0,2,1,"cellular","aug","mon","163sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.965%",5228.1,"no"
35,"services",1,"high.school",1,2,2,"cellular","apr","fri","107sec", ,999,0,"nonexistent",-1.8,93.075,-47.1,"1.405%",5099.1,"no"
34,"services",2,"high.school",1,2,1,"cellular","apr","wed","281sec",3,999,0,"nonexistent",-1.8,93.075,-47.1,"1.445%",5099.1,"no"
46,"unemployed",2,"basic.9y",1,1,1,"cellular","jun","tue","294sec",1,999,0,"nonexistent",-2.9,92.963,-40.8,"1.262%",5076.2,"yes"
33,"services",2,"university.degree",0,1,1,"cellular","aug","thu","74sec",8,999,0,"nonexistent",1.4,93.444,-36.1,"4.962%",5228.1,"no"
39,"unemployed",2,"basic.9y",1,2,1,"cellular","nov","mon","63sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.191%",5195.8,"no"
41,"housemaid",2,"university.degree",1,2,1,"cellular","aug","thu","163sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"no"
51,"retired",1,"university.degree",1,2,2,"telephone","jun","tue","342sec",3,999,0,"nonexistent",1.4,94.465,-41.8,"4.864%",5228.1,"no"
